task,app_id,model_name,repeat,instance_id,strategy,parameter,parameter_value,accuracy,probability_assigned_to_target,time_seconds
forward,wine_quality,mlp,2,228,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,2,228,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.8125,16.482836399575124
forward,wine_quality,mlp,2,170,lr_calculation_read,memory_recall_threshold,-5.0,0.0,0.7435214857199595,19.219942982439758
forward,wine_quality,mlp,2,170,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.47543611106102074,21.54712725871272
forward,wine_quality,mlp,2,170,lr_heuristic,memory_recall_threshold,-5.0,0.0,0.6814477391257736,11.61623850365369
forward,wine_quality,mlp,2,170,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,2,170,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.84375,15.483909124601677
forward,wine_quality,mlp,2,378,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.7702494979292327,19.084957210967147
forward,wine_quality,mlp,2,378,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.7364954274224844,22.12949700069006
forward,wine_quality,mlp,2,378,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.787805133718581,11.408330553383442
forward,wine_quality,mlp,2,378,dt_read,memory_recall_threshold,-5.0,1.0,0.5,17.36588183727429
forward,wine_quality,mlp,2,378,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.5625,18.36588183727429
forward,wine_quality,mlp,2,112,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.8777586955089681,18.290549087159356
forward,wine_quality,mlp,2,112,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8914408353974355,21.255912366784216
forward,wine_quality,mlp,2,112,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.7177507886454632,12.22098011235513
forward,wine_quality,mlp,2,112,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
